  0.994969E-05  0.202931E+08  0.202931E+08  0.270433E+08  0.270429E+08  0.000000E+00  0.202931E+08
  0.121009E-04  0.202931E+08  0.202931E+08  0.270365E+08  0.270359E+08  0.000000E+00  0.202931E+08
  0.147172E-04  0.202931E+08  0.202931E+08  0.270265E+08  0.270256E+08  0.000000E+00  0.202931E+08
  0.178991E-04  0.202931E+08  0.202931E+08  0.270116E+08  0.270103E+08  0.000000E+00  0.202931E+08
  0.217691E-04  0.202930E+08  0.202930E+08  0.269896E+08  0.269877E+08  0.000000E+00  0.202930E+08
  0.264757E-04  0.202930E+08  0.202929E+08  0.269571E+08  0.269543E+08  0.000000E+00  0.202930E+08
  0.321999E-04  0.202929E+08  0.202928E+08  0.269091E+08  0.269049E+08  0.000000E+00  0.202929E+08
  0.391618E-04  0.202927E+08  0.202927E+08  0.268382E+08  0.268321E+08  0.000000E+00  0.202927E+08
  0.476288E-04  0.202925E+08  0.202925E+08  0.267337E+08  0.267246E+08  0.000000E+00  0.202925E+08
  0.579265E-04  0.202922E+08  0.202921E+08  0.265797E+08  0.265664E+08  0.000000E+00  0.202922E+08
  0.704506E-04  0.202917E+08  0.202917E+08  0.263536E+08  0.263340E+08  0.000000E+00  0.202917E+08
  0.856825E-04  0.202910E+08  0.202909E+08  0.260222E+08  0.259936E+08  0.000000E+00  0.202910E+08
  0.104208E-03  0.202900E+08  0.202899E+08  0.255391E+08  0.254974E+08  0.000000E+00  0.202899E+08
  0.126738E-03  0.202884E+08  0.202883E+08  0.248396E+08  0.247793E+08  0.000000E+00  0.202884E+08
  0.154140E-03  0.202862E+08  0.202860E+08  0.238370E+08  0.237509E+08  0.000000E+00  0.202862E+08
  0.187466E-03  0.202829E+08  0.202827E+08  0.224222E+08  0.223009E+08  0.000000E+00  0.202828E+08
  0.227997E-03  0.202780E+08  0.202777E+08  0.204709E+08  0.203044E+08  0.000000E+00  0.202780E+08
  0.277292E-03  0.202710E+08  0.202705E+08  0.178711E+08  0.176510E+08  0.000000E+00  0.202709E+08
  0.337244E-03  0.202607E+08  0.202600E+08  0.145846E+08  0.143097E+08  0.000000E+00  0.202606E+08
  0.410159E-03  0.202459E+08  0.202449E+08  0.107526E+08  0.104389E+08  0.000000E+00  0.202457E+08
  0.498838E-03  0.202248E+08  0.202235E+08  0.681788E+07  0.650937E+07  0.000000E+00  0.202246E+08
  0.606691E-03  0.201952E+08  0.201934E+08  0.353378E+07  0.330184E+07  0.000000E+00  0.201949E+08
  0.737861E-03  0.201543E+08  0.201519E+08  0.161234E+07  0.152139E+07  0.000000E+00  0.201539E+08
  0.897392E-03  0.200986E+08  0.200956E+08  0.985885E+06  0.102337E+07  0.000000E+00  0.200981E+08
  0.109141E-02  0.200241E+08  0.200205E+08  0.652362E+06  0.713895E+06  0.000000E+00  0.200235E+08
  0.132739E-02  0.199256E+08  0.199217E+08  0.196208E+06  0.230339E+06  0.000000E+00  0.199249E+08
  0.161438E-02  0.197970E+08  0.197929E+08  0.991290E+05  0.000000E+00  0.000000E+00  0.197963E+08
  0.196342E-02  0.196310E+08  0.196269E+08 -0.367396E+05  0.000000E+00  0.000000E+00  0.196303E+08
  0.238792E-02  0.194190E+08  0.194149E+08 -0.193462E+05  0.000000E+00  0.000000E+00  0.194184E+08
  0.290421E-02  0.191517E+08  0.191472E+08 -0.180808E+05  0.000000E+00  0.000000E+00  0.191509E+08
  0.353212E-02  0.188186E+08  0.188137E+08 -0.332219E+05  0.000000E+00  0.000000E+00  0.188178E+08
  0.429578E-02  0.184090E+08  0.184034E+08 -0.236722E+05  0.000000E+00  0.000000E+00  0.184081E+08
  0.522456E-02  0.179117E+08  0.179051E+08 -0.193393E+05  0.000000E+00  0.000000E+00  0.179106E+08
  0.635415E-02  0.173154E+08  0.173075E+08 -0.150234E+05  0.000000E+00  0.000000E+00  0.173142E+08
  0.772796E-02  0.166091E+08  0.165992E+08 -0.958557E+04  0.000000E+00  0.000000E+00  0.166075E+08
  0.939880E-02  0.157841E+08  0.157714E+08  0.313381E+03  0.000000E+00  0.000000E+00  0.157821E+08
  0.114309E-01  0.148258E+08  0.148092E+08 -0.328478E+04  0.000000E+00  0.000000E+00  0.148231E+08
  0.139023E-01  0.137334E+08  0.137117E+08 -0.223287E+03  0.000000E+00  0.000000E+00  0.137299E+08
  0.169081E-01  0.124934E+08  0.124652E+08 -0.168783E+04  0.000000E+00  0.000000E+00  0.124888E+08
  0.205638E-01  0.111211E+08  0.110855E+08 -0.255603E+03  0.000000E+00  0.000000E+00  0.111153E+08
